date,institution,province,consumable,enrolment,occupancy_rate,is_exam_month,is_event_month,rainfall_mm,quantity_used
2019-11-01,IPRC South,Southern,Toiletries,551,80.1,1,0,54.0,934.42
2019-12-01,IPRC South,Southern,Toiletries,566,73.2,0,0,85.8,714.2
2020-01-01,IPRC South,Southern,Toiletries,557,73.0,0,0,127.6,825.26
2020-02-01,IPRC South,Southern,Toiletries,539,80.3,0,0,85.9,835.68
2020-03-01,IPRC South,Southern,Toiletries,536,79.8,0,1,138.4,1234.83
2020-04-01,IPRC South,Southern,Toiletries,578,85.0,0,0,56.5,1267.71
2020-05-01,IPRC South,Southern,Toiletries,579,71.9,0,0,109.1,1577.8
2020-06-01,IPRC South,Southern,Toiletries,581,93.3,1,0,96.6,1838.54
2020-07-01,IPRC South,Southern,Toiletries,528,88.4,0,0,109.6,1375.79
2020-08-01,IPRC South,Southern,Toiletries,589,77.7,0,0,84.4,1261.56
2020-09-01,IPRC South,Southern,Toiletries,519,83.8,0,1,38.4,1241.12
2020-10-01,IPRC South,Southern,Toiletries,551,77.8,0,0,65.0,876.66
2020-11-01,IPRC South,Southern,Toiletries,570,86.4,1,0,68.8,875.52
2020-12-01,IPRC South,Southern,Toiletries,569,76.2,0,0,91.8,751.42
2021-01-01,IPRC South,Southern,Toiletries,559,88.9,0,0,52.1,690.6
2021-02-01,IPRC South,Southern,Toiletries,532,96.4,0,0,150.7,1073.13
2021-03-01,IPRC South,Southern,Toiletries,544,67.7,0,1,19.7,1052.37
2021-04-01,IPRC South,Southern,Toiletries,544,92.4,0,0,116.0,1286.79
2021-05-01,IPRC South,Southern,Toiletries,523,74.3,0,0,97.6,1343.62
2021-06-01,IPRC South,Southern,Toiletries,561,73.7,1,0,109.5,1616.16
2021-07-01,IPRC South,Southern,Toiletries,517,75.7,0,0,110.7,1247.78
2021-08-01,IPRC South,Southern,Toiletries,597,86.0,0,0,75.4,1297.83
2021-09-01,IPRC South,Southern,Toiletries,551,76.2,0,1,62.6,1214.04
2021-10-01,IPRC South,Southern,Toiletries,575,86.8,0,0,135.5,902.54
2021-11-01,IPRC South,Southern,Toiletries,600,74.8,1,0,59.6,795.88
2021-12-01,IPRC South,Southern,Toiletries,536,78.0,0,0,105.8,739.94
2022-01-01,IPRC South,Southern,Toiletries,514,78.9,0,0,78.9,646.52
2022-02-01,IPRC South,Southern,Toiletries,520,75.8,0,0,133.0,874.01
2022-03-01,IPRC South,Southern,Toiletries,569,70.0,0,1,125.8,1261.94
2022-04-01,IPRC South,Southern,Toiletries,490,76.4,0,0,104.9,1191.25
2022-05-01,IPRC South,Southern,Toiletries,529,79.6,0,0,72.1,1316.37
2022-06-01,IPRC South,Southern,Toiletries,585,75.8,1,0,120.0,1509.81
2022-07-01,IPRC South,Southern,Toiletries,524,88.5,0,0,117.7,1431.1
2022-08-01,IPRC South,Southern,Toiletries,510,78.3,0,0,114.7,1167.55
2022-09-01,IPRC South,Southern,Toiletries,517,85.7,0,1,68.6,1315.79
2022-10-01,IPRC South,Southern,Toiletries,596,86.8,0,0,130.8,966.84
2022-11-01,IPRC South,Southern,Toiletries,572,93.8,1,0,97.4,945.44
2022-12-01,IPRC South,Southern,Toiletries,498,81.3,0,0,114.7,760.98
2023-01-01,IPRC South,Southern,Toiletries,565,77.7,0,0,30.7,756.86
2023-02-01,IPRC South,Southern,Toiletries,540,79.5,0,0,108.6,1030.78
2023-03-01,IPRC South,Southern,Toiletries,553,80.3,0,1,82.2,1180.45
2023-04-01,IPRC South,Southern,Toiletries,525,83.0,0,0,103.5,1221.06
2023-05-01,IPRC South,Southern,Toiletries,563,85.5,0,0,36.8,1446.53
2023-06-01,IPRC South,Southern,Toiletries,529,73.2,1,0,56.9,1565.48
2023-07-01,IPRC South,Southern,Toiletries,543,68.5,0,0,104.3,1123.82
2023-08-01,IPRC South,Southern,Toiletries,554,83.9,0,0,116.6,1415.39
2023-09-01,IPRC South,Southern,Toiletries,509,81.6,0,1,81.7,1164.22
2023-10-01,IPRC South,Southern,Toiletries,556,79.2,0,0,76.8,821.62
2023-11-01,IPRC South,Southern,Toiletries,579,85.7,1,0,117.5,921.2
2023-12-01,IPRC South,Southern,Toiletries,530,73.4,0,0,100.8,650.61
2018-01-01,IPRC South,Southern,Paper Products,605,71.5,0,0,98.2,599.76
2018-02-01,IPRC South,Southern,Paper Products,567,83.4,0,0,60.9,548.68
2018-03-01,IPRC South,Southern,Paper Products,573,94.0,0,1,76.8,756.93
2018-04-01,IPRC South,Southern,Paper Products,476,74.2,0,0,86.6,833.12
2018-05-01,IPRC South,Southern,Paper Products,570,84.4,0,0,78.0,877.16
2018-06-01,IPRC South,Southern,Paper Products,592,83.6,1,0,26.9,1051.3
2018-07-01,IPRC South,Southern,Paper Products,524,77.6,0,0,106.9,852.09
2018-08-01,IPRC South,Southern,Paper Products,547,92.5,0,0,69.1,971.3
2018-09-01,IPRC South,Southern,Paper Products,529,82.7,0,1,81.6,775.55
2018-10-01,IPRC South,Southern,Paper Products,563,85.5,0,0,67.4,563.5
2018-11-01,IPRC South,Southern,Paper Products,625,78.1,1,0,111.0,556.95
2018-12-01,IPRC South,Southern,Paper Products,541,81.0,0,0,104.2,384.4
2019-01-01,IPRC South,Southern,Paper Products,554,72.8,0,0,99.7,468.44
2019-02-01,IPRC South,Southern,Paper Products,524,79.8,0,0,58.4,562.26
2019-03-01,IPRC South,Southern,Paper Products,514,67.3,0,1,120.5,641.36
2019-04-01,IPRC South,Southern,Paper Products,544,88.0,0,0,71.6,775.07
2019-05-01,IPRC South,Southern,Paper Products,556,90.9,0,0,54.9,917.65
2019-06-01,IPRC South,Southern,Paper Products,498,78.9,1,0,91.0,930.41
2019-07-01,IPRC South,Southern,Paper Products,536,70.7,0,0,92.3,919.55
2019-08-01,IPRC South,Southern,Paper Products,517,77.0,0,0,105.1,852.91
2019-09-01,IPRC South,Southern,Paper Products,505,80.6,0,1,98.5,738.41
2019-10-01,IPRC South,Southern,Paper Products,475,86.0,0,0,135.6,574.16
2019-11-01,IPRC South,Southern,Paper Products,519,77.9,1,0,143.1,620.63
2019-12-01,IPRC South,Southern,Paper Products,569,84.9,0,0,70.2,503.45
2020-01-01,IPRC South,Southern,Paper Products,547,86.4,0,0,135.3,580.35
2020-02-01,IPRC South,Southern,Paper Products,507,83.8,0,0,112.1,611.87
2020-03-01,IPRC South,Southern,Paper Products,531,99.0,0,1,51.7,743.31
2020-04-01,IPRC South,Southern,Paper Products,557,98.9,0,0,64.9,853.44
2020-05-01,IPRC South,Southern,Paper Products,582,81.9,0,0,80.0,963.96
2020-06-01,IPRC South,Southern,Paper Products,558,90.2,1,0,128.7,1128.69
2020-07-01,IPRC South,Southern,Paper Products,558,83.7,0,0,104.7,911.53
2020-08-01,IPRC South,Southern,Paper Products,549,91.6,0,0,135.5,742.43
2020-09-01,IPRC South,Southern,Paper Products,550,76.5,0,1,80.7,791.14
2020-10-01,IPRC South,Southern,Paper Products,570,81.1,0,0,32.6,566.21
2020-11-01,IPRC South,Southern,Paper Products,576,60.1,1,0,125.6,595.59
2020-12-01,IPRC South,Southern,Paper Products,589,80.4,0,0,28.2,530.66
2021-01-01,IPRC South,Southern,Paper Products,588,89.4,0,0,70.1,563.23
2021-02-01,IPRC South,Southern,Paper Products,534,75.4,0,0,118.7,525.26
2021-03-01,IPRC South,Southern,Paper Products,523,73.2,0,1,45.3,746.48
2021-04-01,IPRC South,Southern,Paper Products,584,80.5,0,0,44.8,895.6
2021-05-01,IPRC South,Southern,Paper Products,600,76.8,0,0,75.6,958.58
2021-06-01,IPRC South,Southern,Paper Products,598,77.8,1,0,50.0,1149.71
2021-07-01,IPRC South,Southern,Paper Products,573,82.0,0,0,73.3,987.66
2021-08-01,IPRC South,Southern,Paper Products,565,75.9,0,0,91.5,723.28
2021-09-01,IPRC South,Southern,Paper Products,570,79.9,0,1,76.9,788.58
2021-10-01,IPRC South,Southern,Paper Products,551,89.2,0,0,107.7,612.3
2021-11-01,IPRC South,Southern,Paper Products,572,85.2,1,0,77.2,618.36
2021-12-01,IPRC South,Southern,Paper Products,545,86.0,0,0,79.0,486.42
2022-01-01,IPRC South,Southern,Paper Products,609,89.5,0,0,67.2,596.39
2022-02-01,IPRC South,Southern,Paper Products,553,85.1,0,0,94.1,670.71
2022-03-01,IPRC South,Southern,Paper Products,560,81.5,0,1,121.3,802.45
2022-04-01,IPRC South,Southern,Paper Products,553,84.5,0,0,87.2,827.45
2022-05-01,IPRC South,Southern,Paper Products,532,76.0,0,0,60.0,765.3
2022-06-01,IPRC South,Southern,Paper Products,523,80.6,1,0,93.1,1007.6
2022-07-01,IPRC South,Southern,Paper Products,479,94.6,0,0,122.6,903.13
2022-08-01,IPRC South,Southern,Paper Products,607,74.2,0,0,146.6,773.08
2022-09-01,IPRC South,Southern,Paper Products,557,71.8,0,1,90.4,781.88
2022-10-01,IPRC South,Southern,Paper Products,545,87.7,0,0,93.0,587.69
2022-11-01,IPRC South,Southern,Paper Products,532,88.5,1,0,70.4,652.79
2022-12-01,IPRC South,Southern,Paper Products,586,68.7,0,0,124.0,571.05
2023-01-01,IPRC South,Southern,Paper Products,557,86.8,0,0,121.1,526.66
2023-02-01,IPRC South,Southern,Paper Products,555,71.5,0,0,94.2,607.61
2023-03-01,IPRC South,Southern,Paper Products,565,90.5,0,1,66.8,781.97
2023-04-01,IPRC South,Southern,Paper Products,606,80.8,0,0,96.0,852.56
2023-05-01,IPRC South,Southern,Paper Products,525,95.0,0,0,74.2,831.79
2023-06-01,IPRC South,Southern,Paper Products,536,66.0,1,0,70.5,912.19
2023-07-01,IPRC South,Southern,Paper Products,568,76.6,0,0,116.6,993.11
2023-08-01,IPRC South,Southern,Paper Products,573,80.3,0,0,94.2,728.83
2023-09-01,IPRC South,Southern,Paper Products,545,75.1,0,1,110.8,915.15
2023-10-01,IPRC South,Southern,Paper Products,564,66.1,0,0,79.2,583.25
2023-11-01,IPRC South,Southern,Paper Products,552,76.2,1,0,97.4,534.6
2023-12-01,IPRC South,Southern,Paper Products,521,87.2,0,0,59.5,513.84
2018-01-01,EAV Nyagatare,Eastern,Soap & Detergent,538,98.1,0,0,66.8,989.73
2018-02-01,EAV Nyagatare,Eastern,Soap & Detergent,589,79.5,0,0,94.3,1190.76
2018-03-01,EAV Nyagatare,Eastern,Soap & Detergent,608,90.3,0,1,84.8,1538.54
2018-04-01,EAV Nyagatare,Eastern,Soap & Detergent,650,91.6,0,0,62.3,1710.39
2018-05-01,EAV Nyagatare,Eastern,Soap & Detergent,569,82.9,0,0,53.1,1621.12
2018-06-01,EAV Nyagatare,Eastern,Soap & Detergent,634,88.6,1,0,15.3,2362.35
2018-07-01,EAV Nyagatare,Eastern,Soap & Detergent,612,81.1,0,0,111.5,1613.57
2018-08-01,EAV Nyagatare,Eastern,Soap & Detergent,565,96.0,0,0,81.8,1356.52
2018-09-01,EAV Nyagatare,Eastern,Soap & Detergent,578,83.4,0,1,126.0,1480.34
2018-10-01,EAV Nyagatare,Eastern,Soap & Detergent,567,92.4,0,0,93.6,1096.83
2018-11-01,EAV Nyagatare,Eastern,Soap & Detergent,614,85.5,1,0,90.1,1208.16
2018-12-01,EAV Nyagatare,Eastern,Soap & Detergent,547,79.8,0,0,90.1,888.24
2019-01-01,EAV Nyagatare,Eastern,Soap & Detergent,618,85.7,0,0,115.6,1041.06
2019-02-01,EAV Nyagatare,Eastern,Soap & Detergent,611,87.2,0,0,90.4,1192.09
2019-03-01,EAV Nyagatare,Eastern,Soap & Detergent,551,88.1,0,1,88.8,1406.66
2019-04-01,EAV Nyagatare,Eastern,Soap & Detergent,613,74.0,0,0,77.3,1669.98
2019-05-01,EAV Nyagatare,Eastern,Soap & Detergent,589,83.6,0,0,97.5,1736.52
2019-06-01,EAV Nyagatare,Eastern,Soap & Detergent,534,81.2,1,0,138.5,1811.74
2019-07-01,EAV Nyagatare,Eastern,Soap & Detergent,570,79.7,0,0,87.4,1581.56
2019-08-01,EAV Nyagatare,Eastern,Soap & Detergent,594,85.6,0,0,113.2,1448.06
2019-09-01,EAV Nyagatare,Eastern,Soap & Detergent,569,82.2,0,1,103.7,1367.44
2019-10-01,EAV Nyagatare,Eastern,Soap & Detergent,607,93.5,0,0,60.3,1167.42
2019-11-01,EAV Nyagatare,Eastern,Soap & Detergent,564,99.0,1,0,77.1,1351.45
2019-12-01,EAV Nyagatare,Eastern,Soap & Detergent,542,76.1,0,0,69.4,826.15
2020-01-01,EAV Nyagatare,Eastern,Soap & Detergent,571,78.3,0,0,65.4,1060.7
2020-02-01,EAV Nyagatare,Eastern,Soap & Detergent,616,91.6,0,0,105.7,1226.12
2020-03-01,EAV Nyagatare,Eastern,Soap & Detergent,565,76.4,0,1,100.9,1290.96
2020-04-01,EAV Nyagatare,Eastern,Soap & Detergent,550,93.2,0,0,147.0,1606.78
2020-05-01,EAV Nyagatare,Eastern,Soap & Detergent,613,82.0,0,0,49.9,1825.01
2020-06-01,EAV Nyagatare,Eastern,Soap & Detergent,597,84.6,1,0,82.7,2211.78
2020-07-01,EAV Nyagatare,Eastern,Soap & Detergent,550,77.8,0,0,59.8,1627.87
2020-08-01,EAV Nyagatare,Eastern,Soap & Detergent,547,78.5,0,0,68.8,1444.68
2020-09-01,EAV Nyagatare,Eastern,Soap & Detergent,535,84.7,0,1,127.4,1441.63
2020-10-01,EAV Nyagatare,Eastern,Soap & Detergent,626,94.7,0,0,113.3,1248.47
2020-11-01,EAV Nyagatare,Eastern,Soap & Detergent,580,90.1,1,0,78.2,996.73
2020-12-01,EAV Nyagatare,Eastern,Soap & Detergent,594,75.0,0,0,61.1,926.63
2021-01-01,EAV Nyagatare,Eastern,Soap & Detergent,577,72.7,0,0,95.0,1030.46
2021-02-01,EAV Nyagatare,Eastern,Soap & Detergent,546,94.2,0,0,43.2,1345.87
2021-03-01,EAV Nyagatare,Eastern,Soap & Detergent,567,85.2,0,1,33.2,1465.53
2021-04-01,EAV Nyagatare,Eastern,Soap & Detergent,586,83.3,0,0,73.1,1438.89
2021-05-01,EAV Nyagatare,Eastern,Soap & Detergent,613,84.2,0,0,136.2,1679.53
2021-06-01,EAV Nyagatare,Eastern,Soap & Detergent,566,90.5,1,0,41.3,1839.28
2021-07-01,EAV Nyagatare,Eastern,Soap & Detergent,612,74.6,0,0,35.4,1945.65
2021-08-01,EAV Nyagatare,Eastern,Soap & Detergent,538,85.5,0,0,92.1,1162.36
2021-09-01,EAV Nyagatare,Eastern,Soap & Detergent,571,87.6,0,1,100.6,1598.57
2021-10-01,EAV Nyagatare,Eastern,Soap & Detergent,568,89.7,0,0,69.3,1026.58
2021-11-01,EAV Nyagatare,Eastern,Soap & Detergent,541,72.3,1,0,120.3,933.04
2021-12-01,EAV Nyagatare,Eastern,Soap & Detergent,588,81.9,0,0,86.9,1047.71
2022-01-01,EAV Nyagatare,Eastern,Soap & Detergent,566,88.9,0,0,91.1,990.8
2022-02-01,EAV Nyagatare,Eastern,Soap & Detergent,648,72.5,0,0,128.7,1231.42
2022-03-01,EAV Nyagatare,Eastern,Soap & Detergent,565,97.0,0,1,34.6,1467.01
2022-04-01,EAV Nyagatare,Eastern,Soap & Detergent,543,87.3,0,0,56.6,1568.78
2022-05-01,EAV Nyagatare,Eastern,Soap & Detergent,574,80.2,0,0,101.7,1632.28
2022-06-01,EAV Nyagatare,Eastern,Soap & Detergent,547,99.0,1,0,75.4,1693.93
2022-07-01,EAV Nyagatare,Eastern,Soap & Detergent,554,73.9,0,0,114.8,1641.43
2022-08-01,EAV Nyagatare,Eastern,Soap & Detergent,591,81.0,0,0,81.6,1505.22
2022-09-01,EAV Nyagatare,Eastern,Soap & Detergent,577,90.7,0,1,100.1,1575.95
2022-10-01,EAV Nyagatare,Eastern,Soap & Detergent,594,91.1,0,0,98.6,1225.25
2022-11-01,EAV Nyagatare,Eastern,Soap & Detergent,615,78.7,1,0,64.3,1053.46
2022-12-01,EAV Nyagatare,Eastern,Soap & Detergent,585,69.2,0,0,103.9,891.75
2023-01-01,EAV Nyagatare,Eastern,Soap & Detergent,614,78.6,0,0,83.9,1101.54
2023-02-01,EAV Nyagatare,Eastern,Soap & Detergent,621,78.6,0,0,95.5,1195.55
2023-03-01,EAV Nyagatare,Eastern,Soap & Detergent,591,81.9,0,1,128.4,1263.52
2023-04-01,EAV Nyagatare,Eastern,Soap & Detergent,567,87.6,0,0,103.7,1720.8
2023-05-01,EAV Nyagatare,Eastern,Soap & Detergent,615,81.7,0,0,129.0,1641.62
2023-06-01,EAV Nyagatare,Eastern,Soap & Detergent,607,98.5,1,0,126.4,2192.02
2023-07-01,EAV Nyagatare,Eastern,Soap & Detergent,570,71.8,0,0,99.3,1468.27
2023-08-01,EAV Nyagatare,Eastern,Soap & Detergent,556,74.5,0,0,76.2,1463.47
2023-09-01,EAV Nyagatare,Eastern,Soap & Detergent,588,79.2,0,1,122.1,1445.76
2023-10-01,EAV Nyagatare,Eastern,Soap & Detergent,556,85.8,0,0,148.9,1159.01
2023-11-01,EAV Nyagatare,Eastern,Soap & Detergent,569,71.8,1,0,83.4,1108.69
2023-12-01,EAV Nyagatare,Eastern,Soap & Detergent,568,70.7,0,0,64.5,994.07
2018-01-01,EAV Nyagatare,Eastern,Bed Linen,623,76.9,0,0,110.2,642.08
2018-02-01,EAV Nyagatare,Eastern,Bed Linen,622,86.0,0,0,118.5,724.83
2018-03-01,EAV Nyagatare,Eastern,Bed Linen,600,83.9,0,1,115.6,1135.48
2018-04-01,EAV Nyagatare,Eastern,Bed Linen,581,79.2,0,0,113.4,1063.88
2018-05-01,EAV Nyagatare,Eastern,Bed Linen,553,76.6,0,0,45.7,1084.01
2018-06-01,EAV Nyagatare,Eastern,Bed Linen,613,85.4,1,0,74.1,1556.83
2018-07-01,EAV Nyagatare,Eastern,Bed Linen,555,84.8,0,0,84.6,1238.53
2018-08-01,EAV Nyagatare,Eastern,Bed Linen,532,77.2,0,0,40.9,992.22
2018-09-01,EAV Nyagatare,Eastern,Bed Linen,616,80.0,0,1,74.7,1132.51
2018-10-01,EAV Nyagatare,Eastern,Bed Linen,612,83.3,0,0,110.5,753.69
2018-11-01,EAV Nyagatare,Eastern,Bed Linen,621,99.0,1,0,105.6,732.23
2018-12-01,EAV Nyagatare,Eastern,Bed Linen,563,88.9,0,0,77.4,729.5
2019-01-01,EAV Nyagatare,Eastern,Bed Linen,597,78.3,0,0,91.0,646.24
2019-02-01,EAV Nyagatare,Eastern,Bed Linen,574,79.6,0,0,125.2,919.24
2019-03-01,EAV Nyagatare,Eastern,Bed Linen,537,68.6,0,1,82.6,829.05
2019-04-01,EAV Nyagatare,Eastern,Bed Linen,581,90.0,0,0,134.8,1128.27
2019-05-01,EAV Nyagatare,Eastern,Bed Linen,574,68.2,0,0,90.8,1124.06
2019-06-01,EAV Nyagatare,Eastern,Bed Linen,599,78.3,1,0,76.9,1241.8
2019-07-01,EAV Nyagatare,Eastern,Bed Linen,511,75.1,0,0,42.9,1108.26
2019-08-01,EAV Nyagatare,Eastern,Bed Linen,564,79.7,0,0,60.5,781.51
2019-09-01,EAV Nyagatare,Eastern,Bed Linen,625,76.0,0,1,77.6,929.53
2019-10-01,EAV Nyagatare,Eastern,Bed Linen,609,85.1,0,0,65.2,801.78
2019-11-01,EAV Nyagatare,Eastern,Bed Linen,630,83.4,1,0,84.5,776.37
2019-12-01,EAV Nyagatare,Eastern,Bed Linen,523,82.7,0,0,99.8,678.37
2020-01-01,EAV Nyagatare,Eastern,Bed Linen,512,75.0,0,0,72.6,634.29
2020-02-01,EAV Nyagatare,Eastern,Bed Linen,575,83.0,0,0,102.2,738.91
2020-03-01,EAV Nyagatare,Eastern,Bed Linen,608,87.5,0,1,80.4,1217.47
2020-04-01,EAV Nyagatare,Eastern,Bed Linen,626,91.5,0,0,10.0,1309.44
2020-05-01,EAV Nyagatare,Eastern,Bed Linen,603,99.0,0,0,127.1,1441.26
2020-06-01,EAV Nyagatare,Eastern,Bed Linen,606,94.8,1,0,149.8,1527.33
2020-07-01,EAV Nyagatare,Eastern,Bed Linen,532,81.5,0,0,101.7,1133.98
2020-08-01,EAV Nyagatare,Eastern,Bed Linen,542,71.0,0,0,67.8,1064.83
2020-09-01,EAV Nyagatare,Eastern,Bed Linen,627,91.3,0,1,121.7,1105.07
2020-10-01,EAV Nyagatare,Eastern,Bed Linen,527,80.4,0,0,82.2,723.93
2020-11-01,EAV Nyagatare,Eastern,Bed Linen,581,87.5,1,0,115.6,796.68
2020-12-01,EAV Nyagatare,Eastern,Bed Linen,522,80.1,0,0,91.3,677.56
2021-01-01,EAV Nyagatare,Eastern,Bed Linen,562,88.1,0,0,98.7,699.98
2021-02-01,EAV Nyagatare,Eastern,Bed Linen,607,78.7,0,0,72.7,806.94
2021-03-01,EAV Nyagatare,Eastern,Bed Linen,560,88.1,0,1,68.6,1053.38
2021-04-01,EAV Nyagatare,Eastern,Bed Linen,576,85.7,0,0,76.2,1059.32
2021-05-01,EAV Nyagatare,Eastern,Bed Linen,582,85.6,0,0,89.9,1362.64
2021-06-01,EAV Nyagatare,Eastern,Bed Linen,550,83.5,1,0,42.8,1411.47
2021-07-01,EAV Nyagatare,Eastern,Bed Linen,546,81.8,0,0,78.8,1169.44
2021-08-01,EAV Nyagatare,Eastern,Bed Linen,563,79.2,0,0,133.1,1075.16
2021-09-01,EAV Nyagatare,Eastern,Bed Linen,563,82.0,0,1,139.4,996.5
2021-10-01,EAV Nyagatare,Eastern,Bed Linen,559,78.5,0,0,73.5,735.41
2021-11-01,EAV Nyagatare,Eastern,Bed Linen,541,75.0,1,0,65.1,786.06
2021-12-01,EAV Nyagatare,Eastern,Bed Linen,568,82.3,0,0,128.1,717.37
2022-01-01,EAV Nyagatare,Eastern,Bed Linen,571,79.0,0,0,64.1,718.98
2022-02-01,EAV Nyagatare,Eastern,Bed Linen,573,80.9,0,0,65.6,740.49
2022-03-01,EAV Nyagatare,Eastern,Bed Linen,589,73.5,0,1,119.8,965.99
2022-04-01,EAV Nyagatare,Eastern,Bed Linen,575,73.3,0,0,89.6,1013.3
2022-05-01,EAV Nyagatare,Eastern,Bed Linen,578,95.8,0,0,95.3,1158.63
2022-06-01,EAV Nyagatare,Eastern,Bed Linen,558,88.8,1,0,129.0,1438.67
2022-07-01,EAV Nyagatare,Eastern,Bed Linen,600,88.9,0,0,132.6,1040.77
2022-08-01,EAV Nyagatare,Eastern,Bed Linen,600,91.9,0,0,49.8,1056.72
2022-09-01,EAV Nyagatare,Eastern,Bed Linen,554,78.2,0,1,75.5,1012.72
2022-10-01,EAV Nyagatare,Eastern,Bed Linen,605,92.7,0,0,64.9,789.53
2022-11-01,EAV Nyagatare,Eastern,Bed Linen,619,89.2,1,0,92.5,880.57
2022-12-01,EAV Nyagatare,Eastern,Bed Linen,579,88.2,0,0,79.9,684.86
2023-01-01,EAV Nyagatare,Eastern,Bed Linen,534,78.5,0,0,69.7,636.85
2023-02-01,EAV Nyagatare,Eastern,Bed Linen,552,79.7,0,0,44.6,804.15
2023-03-01,EAV Nyagatare,Eastern,Bed Linen,577,70.4,0,1,65.0,1013.22
2023-04-01,EAV Nyagatare,Eastern,Bed Linen,563,78.4,0,0,87.8,1077.03
2023-05-01,EAV Nyagatare,Eastern,Bed Linen,536,88.4,0,0,66.0,1157.67
2023-06-01,EAV Nyagatare,Eastern,Bed Linen,578,79.8,1,0,59.3,1357.12
2023-07-01,EAV Nyagatare,Eastern,Bed Linen,628,73.1,0,0,140.8,1170.49
2023-08-01,EAV Nyagatare,Eastern,Bed Linen,581,75.3,0,0,66.9,1011.69
2023-09-01,EAV Nyagatare,Eastern,Bed Linen,548,82.3,0,1,77.8,1150.75
2023-10-01,EAV Nyagatare,Eastern,Bed Linen,545,84.8,0,0,97.4,712.44
2023-11-01,EAV Nyagatare,Eastern,Bed Linen,600,80.8,1,0,15.2,852.56
2023-12-01,EAV Nyagatare,Eastern,Bed Linen,546,75.6,0,0,110.6,604.26
2018-01-01,EAV Nyagatare,Eastern,F&B Stock,607,93.7,0,0,70.7,2815.21
2018-02-01,EAV Nyagatare,Eastern,F&B Stock,557,99.0,0,0,69.2,3197.57
2018-03-01,EAV Nyagatare,Eastern,F&B Stock,605,86.5,0,1,69.9,3784.25
2018-04-01,EAV Nyagatare,Eastern,F&B Stock,515,85.8,0,0,100.5,3708.79
2018-05-01,EAV Nyagatare,Eastern,F&B Stock,490,73.9,0,0,67.6,3845.4
2018-06-01,EAV Nyagatare,Eastern,F&B Stock,588,82.6,1,0,109.1,4641.2
2018-07-01,EAV Nyagatare,Eastern,F&B Stock,598,87.8,0,0,101.3,4315.38
2018-08-01,EAV Nyagatare,Eastern,F&B Stock,634,87.9,0,0,60.9,4211.99
2018-09-01,EAV Nyagatare,Eastern,F&B Stock,602,79.3,0,1,122.7,3838.06
2018-10-01,EAV Nyagatare,Eastern,F&B Stock,509,86.4,0,0,77.8,2818.05
2018-11-01,EAV Nyagatare,Eastern,F&B Stock,608,85.6,1,0,140.0,2920.65
2018-12-01,EAV Nyagatare,Eastern,F&B Stock,598,90.4,0,0,87.1,2608.18
2019-01-01,EAV Nyagatare,Eastern,F&B Stock,562,80.6,0,0,50.6,2473.19
2019-02-01,EAV Nyagatare,Eastern,F&B Stock,589,93.4,0,0,113.7,2919.38
2019-03-01,EAV Nyagatare,Eastern,F&B Stock,544,87.5,0,1,123.3,3851.23
2019-04-01,EAV Nyagatare,Eastern,F&B Stock,612,82.3,0,0,76.0,3736.96
2019-05-01,EAV Nyagatare,Eastern,F&B Stock,578,83.4,0,0,96.2,4189.86
2019-06-01,EAV Nyagatare,Eastern,F&B Stock,575,77.8,1,0,118.2,4941.12
2019-07-01,EAV Nyagatare,Eastern,F&B Stock,574,78.0,0,0,50.0,4570.52
2019-08-01,EAV Nyagatare,Eastern,F&B Stock,596,71.0,0,0,112.9,4034.53
2019-09-01,EAV Nyagatare,Eastern,F&B Stock,583,96.8,0,1,96.5,3448.51
2019-10-01,EAV Nyagatare,Eastern,F&B Stock,590,86.0,0,0,71.9,3048.51
2019-11-01,EAV Nyagatare,Eastern,F&B Stock,529,91.9,1,0,63.7,2590.84
2019-12-01,EAV Nyagatare,Eastern,F&B Stock,576,87.5,0,0,94.9,2240.47
2020-01-01,EAV Nyagatare,Eastern,F&B Stock,564,74.9,0,0,83.3,2586.33
2020-02-01,EAV Nyagatare,Eastern,F&B Stock,579,90.9,0,0,133.7,2796.73
2020-03-01,EAV Nyagatare,Eastern,F&B Stock,574,99.0,0,1,133.3,3365.76
2020-04-01,EAV Nyagatare,Eastern,F&B Stock,591,84.0,0,0,114.8,3685.93
2020-05-01,EAV Nyagatare,Eastern,F&B Stock,554,78.6,0,0,72.8,4334.71
2020-06-01,EAV Nyagatare,Eastern,F&B Stock,544,79.0,1,0,36.3,5175.96
2020-07-01,EAV Nyagatare,Eastern,F&B Stock,618,81.4,0,0,81.1,4517.84
2020-08-01,EAV Nyagatare,Eastern,F&B Stock,624,87.3,0,0,69.1,3555.97
2020-09-01,EAV Nyagatare,Eastern,F&B Stock,546,84.6,0,1,70.3,3658.25
2020-10-01,EAV Nyagatare,Eastern,F&B Stock,563,75.5,0,0,54.7,3080.45
2020-11-01,EAV Nyagatare,Eastern,F&B Stock,606,97.8,1,0,106.2,2977.92
2020-12-01,EAV Nyagatare,Eastern,F&B Stock,619,83.7,0,0,96.6,2436.07
2021-01-01,EAV Nyagatare,Eastern,F&B Stock,491,96.8,0,0,104.7,2458.02
2021-02-01,EAV Nyagatare,Eastern,F&B Stock,578,85.3,0,0,72.1,3017.47
2021-03-01,EAV Nyagatare,Eastern,F&B Stock,540,85.5,0,1,106.8,3535.63
